朝代,姓名,姓名-简体,登科年份,登科年号,登科年号年份,登科年龄,科考成绩
南宋,陳埜,陈埜,1256,宝祐,4,35,第四甲第一百九十二人
南宋,陳逢,陈逢,1256,宝祐,4,25,第四甲第二十七人
南宋,陳寔,陈寔,1256,宝祐,4,32,第五甲第五十五人
南宋,陳詠,陈咏,1256,宝祐,4,38,第三甲第七十四人
南宋,陳閎,陈闳,1256,宝祐,4,48,第五甲第一百十三人
南宋,陳預,陈预,1256,宝祐,4,39,第四甲第一百六十七人
南宋,陳子元,陈子元,1256,宝祐,4,47,第四甲第一百六十人
南宋,陳元發,陈元发,1256,宝祐,4,36,第五甲第一百十人
南宋,陳必達,陈必达,1256,宝祐,4,42,第二甲第十五人
南宋,陳卯東,陈卯东,1256,宝祐,4,34,第二甲第八人
南宋,陳仲賓,陈仲宾,1256,宝祐,4,26,第五甲第一百十二人
南宋,陳秀舉,陈秀举,1256,宝祐,4,28,第四甲第十九人
南宋,陳明同,陈明同,1256,宝祐,4,36,第三甲第二十五人
南宋,陳南一,陈南一,1256,宝祐,4,46,第四甲第一百一人
南宋,陳若蒙,陈若蒙,1256,宝祐,4,38,第四甲第二十九人
南宋,陳起東,陈起东,1256,宝祐,4,58,第四甲第一百八人
南宋,陳國華,陈国华,1256,宝祐,4,29,第五甲第二人
南宋,陳紹大,陈绍大,1256,宝祐,4,30,第四甲第六十七人
南宋,陳紹南,陈绍南,1256,宝祐,4,27,第五甲第八十五人
南宋,陳紹商,陈绍商,1256,宝祐,4,36,第五甲第六十六人
南宋,陳紹裘,陈绍裘,1256,宝祐,4,34,第四甲第九十八人
南宋,陳景行,陈景行,1256,宝祐,4,40,第四甲第十八人
南宋,陳經國,陈经国,1256,宝祐,4,,
南宋,陳寧祖,陈宁祖,1256,宝祐,4,53,第四甲第一百七十一人
南宋,陳龍復,陈龙复,1256,宝祐,4,45,第四甲第七十六人
南宋,陳錫榮,陈锡荣,1256,宝祐,4,42,第四甲第一百二十一人
南宋,陳懿伯,陈懿伯,1256,宝祐,4,21,第四甲第一百二十六人
南宋,陸鏜,陆镗,1256,宝祐,4,32,第四甲第一百三十八人
南宋,陶寅,陶寅,1256,宝祐,4,22,第四甲第七十二人
南宋,陶叔量,陶叔量,1256,宝祐,4,46,第三甲第三十六人
南宋,畢時中,毕时中,1256,宝祐,4,47,第五甲第四十五人
南宋,莫子材,莫子材,1256,宝祐,4,46,第五甲第六十八人
南宋,莊孟芳,庄孟芳,1256,宝祐,4,38,第四甲第一百四十九人
南宋,馮治,冯治,1256,宝祐,4,30,第三甲第八人
南宋,馮槩,冯槩,1256,宝祐,4,50,第四甲第二百十六人
南宋,馮斗祥,冯斗祥,1256,宝祐,4,28,第五甲第五十三人
南宋,馮騰茂,冯腾茂,1256,宝祐,4,29,第五甲第九人
南宋,湯長卿,汤长卿,1256,宝祐,4,38,第四甲第一百十九人
南宋,童可,童可,1256,宝祐,4,40,第三甲第四十三人
南宋,曾士倬,曾士倬,1256,宝祐,4,36,第五甲第八十一人
南宋,曾惠迪,曾惠迪,1256,宝祐,4,26,第二甲第二人
南宋,曾肅翁,曾肃翁,1256,宝祐,4,31,第五甲第九十六人
南宋,曾夢吳,曾梦吴,1256,宝祐,4,24,第五甲第九十八人
南宋,黃啟,黄启,1256,宝祐,4,36,第四甲第一百二人
南宋,黃遂,黄遂,1256,宝祐,4,40,第四甲第一百二十四人
南宋,黃嘉,黄嘉,1256,宝祐,4,26,第四甲第四十八人
南宋,黃瑢,黄瑢,1256,宝祐,4,29,第三甲第十七人
南宋,黃澄,黄澄,1256,宝祐,4,,
南宋,黃潛,黄潜,1256,宝祐,4,,
南宋,黃必大,黄必大,1256,宝祐,4,27,第四甲第一百十四人
南宋,黃去(圭丙),黄去(圭丙),1256,宝祐,4,,第四甲第一百五十人
南宋,黃幼可,黄幼可,1256,宝祐,4,47,第五甲第二十五人
南宋,黃宏子,黄宏子,1256,宝祐,4,29,第五甲第十八人
南宋,黃炎午,黄炎午,1256,宝祐,4,45,第五甲第四十一人
南宋,楊懌,杨怿,1256,宝祐,4,38,第四甲第二十六人
南宋,楊公畿,杨公畿,1256,宝祐,4,27,第五甲第五十七人
南宋,楊次鄭,杨次郑,1256,宝祐,4,50,第二甲第三十二人
南宋,楊艮孫,杨艮孙,1256,宝祐,4,39,第四甲第五十五人
南宋,楊奇遇,杨奇遇,1256,宝祐,4,54,第四甲第一人
南宋,楊叔濟,杨叔济,1256,宝祐,4,32,第四甲第一百四十五人
南宋,楊夢斗,杨梦斗,1256,宝祐,4,35,第四甲第三人
南宋,楊夢斗,杨梦斗,1256,宝祐,4,26,第四甲第二十五人
南宋,楊夢魁,杨梦魁,1256,宝祐,4,29,第四甲第六十三人
南宋,楊震武,杨震武,1256,宝祐,4,,
南宋,楊應辰,杨应辰,1256,宝祐,4,28,第二甲第六人
南宋,董楷,董楷,1256,宝祐,4,,
南宋,董公揆,董公揆,1256,宝祐,4,36,第五甲第六十七人
南宋,詹夢璧,詹梦璧,1256,宝祐,4,55,第四甲第五十一人
南宋,鄔崇節,邬崇节,1256,宝祐,4,26,第三甲第三十人
南宋,解龍翔,解龙翔,1256,宝祐,4,,
南宋,漆秀實,漆秀实,1256,宝祐,4,40,第五甲第四十三人
南宋,廖子實,廖子实,1256,宝祐,4,28,第二甲第十三人
南宋,趙珤,赵珤,1256,宝祐,4,27,第二甲第九人
南宋,趙復,赵复,1256,宝祐,4,36,第五甲第四十人
南宋,趙簡,赵简,1256,宝祐,4,29,第四甲第一百五十二人
南宋,趙子發,赵子发,1256,宝祐,4,41,第四甲第一百三十六人
南宋,趙友煥,赵友焕,1256,宝祐,4,22,第四甲第二百十四人
南宋,趙必㳅,赵必㳅,1256,宝祐,4,32,第四甲第一百九十九人
南宋,趙必洤,赵必洤,1256,宝祐,4,39,第四甲第二百三十二人
南宋,趙必?,赵必?,1256,宝祐,4,35,第四甲第一百七十二人
南宋,趙必?,赵必?,1256,宝祐,4,34,第四甲第一百七十四人
南宋,趙必畊,赵必畊,1256,宝祐,4,20,第四甲第二百四十八人
南宋,趙必烇,赵必烇,1256,宝祐,4,34,第四甲第二百二十三人
南宋,趙必偊,赵必偊,1256,宝祐,4,52,第三甲第七十二人
南宋,趙必朠,赵必朠,1256,宝祐,4,32,第四甲第二百四十五人
南宋,趙必遝,赵必遝,1256,宝祐,4,35,第四甲第二百十一人
南宋,趙必樘,赵必樘,1256,宝祐,4,26,第三甲第七十一人
南宋,趙必寰,赵必寰,1256,宝祐,4,34,第四甲第二百二十五人
南宋,趙必錚,赵必铮,1256,宝祐,4,19,第三甲第六十三人
南宋,趙必㵶,赵必㵶,1256,宝祐,4,26,第四甲第一百六十一人
南宋,趙必聰,赵必聪,1256,宝祐,4,29,第四甲第二百二十六人
南宋,趙必?,赵必?,1256,宝祐,4,29,第四甲第二百四十四人
南宋,趙必㬩,赵必㬩,1256,宝祐,4,28,第四甲第一百九十六人
南宋,趙必鑛,赵必鑛,1256,宝祐,4,25,第四甲第二百九人
南宋,趙汝珽,赵汝珽,1256,宝祐,4,48,第三甲第四十五人
南宋,趙汝澋,赵汝澋,1256,宝祐,4,37,第四甲第一百九十四人
南宋,趙良玞,赵良玞,1256,宝祐,4,32,第四甲第一百七十七人
南宋,趙良金,赵良金,1256,宝祐,4,,
南宋,趙良埈,赵良埈,1256,宝祐,4,24,第四甲第二百七人
南宋,趙良茞,赵良茞,1256,宝祐,4,32,第四甲第一百八十七人
南宋,趙良銓,赵良铨,1256,宝祐,4,29,第四甲第二百四十一人
南宋,趙君竩,赵君竩,1256,宝祐,4,46,第三甲第五十九人
南宋,趙孟仚,赵孟仚,1256,宝祐,4,29,第三甲第五十四人
南宋,趙孟定,赵孟定,1256,宝祐,4,29,第四甲第二百三十一人
南宋,趙孟奎,赵孟奎,1256,宝祐,4,,
南宋,趙孟涔,赵孟涔,1256,宝祐,4,28,第三甲第七十六人
南宋,趙孟渾,赵孟浑,1256,宝祐,4,25,第四甲第二百四十人
南宋,趙孟熩,赵孟熩,1256,宝祐,4,42,第四甲第二百十人
南宋,趙孟瀾,赵孟澜,1256,宝祐,4,29,第三甲第四十九人
南宋,趙孟鐇,赵孟𫔍,1256,宝祐,4,22,第三甲第七十人
南宋,趙孟續,赵孟续,1256,宝祐,4,38,第四甲第二百三十五人
南宋,趙孟儼,赵孟俨,1256,宝祐,4,30,第二甲第二十六人
南宋,趙孟鑄,赵孟铸,1256,宝祐,4,26,第四甲第一百七十人
南宋,趙孟鑽,赵孟钻,1256,宝祐,4,25,第四甲第一百七十六人
南宋,趙若㻍,赵若㻍,1256,宝祐,4,29,第四甲第一百八十八人
南宋,趙若硂,赵若硂,1256,宝祐,4,25,第四甲第二百三十九人
南宋,趙若焯,赵若焯,1256,宝祐,4,38,第四甲第二百人
南宋,趙若琟,赵若琟,1256,宝祐,4,27,第四甲第一百六十三人
南宋,趙若祺,赵若祺,1256,宝祐,4,26,第三甲第七十九人
南宋,趙若鈺,赵若钰,1256,宝祐,4,34,第四甲第二百十三人
南宋,趙若魯,赵若鲁,1256,宝祐,4,39,第四甲第二百三十六人
南宋,趙若(礻審),赵若(礻审),1256,宝祐,4,28,第四甲第二百二十二人
南宋,趙時沝,赵时沝,1256,宝祐,4,22,第三甲第五十人
南宋,趙時洮,赵时洮,1256,宝祐,4,32,第四甲第二百二人
南宋,趙時貫,赵时贯,1256,宝祐,4,,
南宋,趙時?,赵时?,1256,宝祐,4,42,第三甲第七十三人
南宋,趙時瑐,赵时瑐,1256,宝祐,4,,
南宋,趙時墾,赵时垦,1256,宝祐,4,25,第四甲第二百六人
南宋,趙時賽,赵时赛,1256,宝祐,4,36,第四甲第二百二十四人
南宋,趙時【火采多】,赵时【火采多】,1256,宝祐,4,,
南宋,趙崇回,赵崇回,1256,宝祐,4,24,第四甲第二百一人
南宋,趙崇回,赵崇回,1256,宝祐,4,20,第四甲第二百五人
南宋,趙崇?,赵崇?,1256,宝祐,4,30,第四甲第二百十五人
南宋,趙崇湁,赵崇湁,1256,宝祐,4,54,第四甲第二百四十三人
南宋,趙崇鉻,赵崇铬,1256,宝祐,4,46,第三甲第六十九人
南宋,趙崇【王犀】,赵崇【王犀】,1256,宝祐,4,32,第四甲第一百六十二人
南宋,趙崇鋌,赵崇铤,1256,宝祐,4,39,第四甲第一百八十人
南宋,趙嗣恩,赵嗣恩,1256,宝祐,4,20,第四甲第二百四十二人
南宋,趙嗣淐,赵嗣淐,1256,宝祐,4,23,第四甲第二百三十七人
南宋,趙嗣?,赵嗣?,1256,宝祐,4,33,第四甲第二百二十人
南宋,趙嗣漳,赵嗣漳,1256,宝祐,4,31,第三甲第七十八人
南宋,趙與東,赵与东,1256,宝祐,4,35,第三甲第四十七人
南宋,趙與种,赵与种,1256,宝祐,4,30,第一甲第二十一人
南宋,趙與梣,赵与梣,1256,宝祐,4,27,第三甲第七十七人
南宋,趙與棏,赵与棏,1256,宝祐,4,29,第四甲第一百八十二人
南宋,趙與溥,赵与溥,1256,宝祐,4,26,第四甲第二百二十七人
南宋,趙與銛,赵与铦,1256,宝祐,4,30,第四甲第一百九十三人
南宋,趙與樀,赵与樀,1256,宝祐,4,42,第三甲第五十七人
南宋,趙與遴,赵与遴,1256,宝祐,4,40,第三甲第七十五人
南宋,趙與諰,赵与𫍰,1256,宝祐,4,,第三甲第六十八人
南宋,趙與鍝,赵与鍝,1256,宝祐,4,23,第三甲第四十一人
南宋,趙?夫,赵?夫,1256,宝祐,4,,
南宋,趙震已,赵震已,1256,宝祐,4,27,第五甲第五十九人
南宋,趙震文,赵震文,1256,宝祐,4,50,第四甲第八十二人
南宋,趙?夫,赵?夫,1256,宝祐,4,,
南宋,趙繼珪,赵继珪,1256,宝祐,4,,
南宋,鄢晉,鄢晋,1256,宝祐,4,35,第四甲第六人
南宋,臧灼,臧灼,1256,宝祐,4,49,第五甲第三十七人
南宋,蒲丙,蒲丙,1256,宝祐,4,23,第五甲第七十九人
南宋,蒲拱壬,蒲拱壬,1256,宝祐,4,38,第五甲第五十人
南宋,蒲榮午,蒲荣午,1256,宝祐,4,49,第三甲第六十人
南宋,蒲鳴鳳,蒲鸣凤,1256,宝祐,4,24,第五甲第二十八人
南宋,蒲震槱,蒲震槱,1256,宝祐,4,40,第四甲第四十五人
南宋,管南,管南,1256,宝祐,4,51,第四甲第二百二十九人
南宋,潘方,潘方,1256,宝祐,4,50,第四甲第一百二十二人
南宋,潘天與,潘天与,1256,宝祐,4,27,第五甲第五人
南宋,鄭涇,郑泾,1256,宝祐,4,20,第五甲第十五人
南宋,鄭士穎,郑士颖,1256,宝祐,4,21,第五甲第六十人
南宋,鄭木潤,郑木润,1256,宝祐,4,28,第三甲第三十五人
南宋,鄭自立,郑自立,1256,宝祐,4,52,第四甲第五十三人
南宋,鄭會龍,郑会龙,1256,宝祐,4,21,第五甲第七十五人
南宋,鄭夢霖,郑梦霖,1256,宝祐,4,35,第四甲第一百五十七人
南宋,樊汝霖,樊汝霖,1256,宝祐,4,42,第三甲第九人
南宋,樊汝舟,樊汝舟,1256,宝祐,4,38,第四甲第四十七人
南宋,鄧林,邓林,1256,宝祐,4,,
南宋,鄧冠,邓冠,1256,宝祐,4,26,第二甲第七人
南宋,鄧之寅,邓之寅,1256,宝祐,4,36,第四甲第九十五人
南宋,鄧幼傑,邓幼杰,1256,宝祐,4,34,第四甲第六十九人
南宋,鄧蜚英,邓蜚英,1256,宝祐,4,36,第四甲第一百九十八人
南宋,鄧觀光,邓观光,1256,宝祐,4,36,第四甲第四十四人
南宋,歐宬,欧宬,1256,宝祐,4,31,第四甲第三十四人
南宋,蔣科,蒋科,1256,宝祐,4,26,第四甲第一百十五人
南宋,蔣卯發,蒋卯发,1256,宝祐,4,39,第四甲第一百四十二人
南宋,蔣拱寅,蒋拱寅,1256,宝祐,4,43,第二甲第二十八人
南宋,蔡源,蔡源,1256,宝祐,4,35,第五甲第七人
南宋,蔡震,蔡震,1256,宝祐,4,29,第五甲第一百八人
南宋,蔡福嗣,蔡福嗣,1256,宝祐,4,36,第四甲第七人
南宋,練夢華,练梦华,1256,宝祐,4,40,第四甲第十三人
南宋,劉岊,刘岊,1256,宝祐,4,33,第五甲第二十人
南宋,劉文甲,刘文甲,1256,宝祐,4,26,第四甲第二十二人
南宋,劉午道,刘午道,1256,宝祐,4,31,第三甲第三十四人
南宋,劉幼發,刘幼发,1256,宝祐,4,30,第五甲第八十八人
南宋,劉定國,刘定国,1256,宝祐,4,,
南宋,劉夢騂,刘梦骍,1256,宝祐,4,43,第四甲第十五人
南宋,劉應辛,刘应辛,1256,宝祐,4,55,第四甲第五十八人
南宋,劉應老,刘应老,1256,宝祐,4,40,第四甲第一百三十一人
南宋,劉應炳,刘应炳,1256,宝祐,4,53,第四甲第一百六十五人
南宋,諸葛文庚,诸葛文庚,1256,宝祐,4,22,第五甲第三十九人
南宋,盧廷直,卢廷直,1256,宝祐,4,38,第五甲第六十二人
南宋,盧深夫,卢深夫,1256,宝祐,4,25,第五甲第七十八人
南宋,盧萬里,卢万里,1256,宝祐,4,36,第四甲第一百二十人
南宋,蕭櫸,萧榉,1256,宝祐,4,23,第三甲第十三人
南宋,穆擯祖,穆摈祖,1256,宝祐,4,,
南宋,鮑同孫,鲍同孙,1256,宝祐,4,36,第五甲第一百十四人
南宋,錢真孫,钱真孙,1256,宝祐,4,28,第四甲第一百十六人
南宋,錢震午,钱震午,1256,宝祐,4,41,第三甲第四十二人
南宋,謝次魯,谢次鲁,1256,宝祐,4,60,第五甲第二十七人
南宋,謝見斗,谢见斗,1256,宝祐,4,41,第四甲第七十四人
南宋,謝炎午,谢炎午,1256,宝祐,4,34,第四甲第九十六人
南宋,薛文龍,薛文龙,1256,宝祐,4,39,第五甲第七十四人
南宋,鍾文珍,钟文珍,1256,宝祐,4,39,第二甲第三十七人
南宋,顏太來,颜太来,1256,宝祐,4,33,第四甲第一百三十七人
南宋,聶慶龍,聂庆龙,1256,宝祐,4,40,第五甲第九十一人
南宋,龐琦,庞琦,1256,宝祐,4,26,第四甲第一百六人
南宋,譚方平,谭方平,1256,宝祐,4,36,第三甲第十一人
南宋,羅林,罗林,1256,宝祐,4,33,第三甲第三十八人
南宋,羅斗南,罗斗南,1256,宝祐,4,27,第四甲第一百十人
南宋,羅雷發,罗雷发,1256,宝祐,4,38,第四甲第五十七人
南宋,嚴合龍,严合龙,1256,宝祐,4,40,第四甲第一百十八人
南宋,嚴桂發,严桂发,1256,宝祐,4,34,第四甲第四十九人
南宋,蘇良,苏良,1256,宝祐,4,26,第四甲第八十八人
南宋,蘇文龍,苏文龙,1256,宝祐,4,26,第三甲第十五人
南宋,蘇直方,苏直方,1256,宝祐,4,27,第三甲第五人
南宋,蘇景瑺,苏景瑺,1256,宝祐,4,40,第四甲第八十人
南宋,蘇德載,苏德载,1256,宝祐,4,24,第二甲第三人
南宋,周方,周方,1256,宝祐,4,40,第二甲第二十二人
南宋,舒岳祥,舒岳祥,1256,宝祐,4,21,第四甲第一百十七人
南宋,穆?祖,穆?祖,1256,宝祐,4,43,第五甲第五十四人
南宋,蕭漢傑,萧汉杰,1256,宝祐,4,,
南宋,蕭榛,萧榛,1256,宝祐,4,,
南宋,趙(王參)夫,赵(王参)夫,1256,宝祐,4,30,第四甲第二百十七人
南宋,趙時瑐,赵时瑐,1256,宝祐,4,45,第四甲第二百二十八人
南宋,董,董,1256,宝祐,4,31,第五甲第四十六人
南宋,鄭應雷,郑应雷,1256,宝祐,4,37,第五甲第六十九人
南宋,胡元瑾,胡元瑾,1256,宝祐,4,42,第五甲一百一人
南宋,趙時貴,赵时贵,1256,宝祐,4,36,第三甲第六十一人
南宋,王壡,王壡,1256,宝祐,4,40,第三甲第六十七人
南宋,楊震式,杨震式,1256,宝祐,4,37,第四甲第八十七人
南宋,聶嚞,聂嚞,1256,宝祐,4,32,第四甲第一百五十八人
南宋,陳繼珪,陈继珪,1256,宝祐,4,34,第四甲第一百六十八人
南宋,唐庚午,唐庚午,1256,宝祐,4,53,第四甲第一百七十五人
南宋,趙孟樵,赵孟樵,1256,宝祐,4,25,第四甲第一百七十九人
南宋,趙嗼夫,赵嗼夫,1256,宝祐,4,33,第四甲第一百八十四人
南宋,趙時熪,赵时熪,1256,宝祐,4,24,第四甲第一百八十五人
南宋,趙?,赵?,1256,宝祐,4,47,第四甲第一百八十六人
南宋,李應草,李应草,1256,宝祐,4,41,第四甲第一百八十九人
未详,方永仁,方永仁,1256,未详,,,
未详,徐繷,徐𫄣,1256,未详,,,
未详,趙酉忝,赵酉忝,1256,未详,,,
未详,方安國,方安国,1256,未详,,,
未详,方安邦,方安邦,1256,未详,,,
南宋,朱環,朱环,1255,宝祐,,,
未详,李,李,1254,未详,0,,0
南宋,吳堅,吴坚,1254,淳祐,4,,
南宋,蔡公亮,蔡公亮,1253,宝祐,1,,
未详,丁南一,丁南一,1253,未详,0,57,0
南宋,林泳,林泳,1253,宝祐,1,,
未详,潘文卿,潘文卿,1253,未详,0,,0
未详,趙孟逮,赵孟逮,1253,未详,0,,0
南宋,程元岳,程元岳,1253,宝祐,1,,
未详,舒渚,舒渚,1253,未详,0,,0
未详,臧元孫,臧元孙,1253,未详,0,,0
未详,舒夢庚,舒梦庚,1253,未详,0,,0
南宋,杜幼存,杜幼存,1253,宝祐,1,,0
南宋,杜幼垕,杜幼垕,1253,宝祐,1,,0
南宋,李志道,李志道,1253,宝祐,1,,
未详,楊璧,杨璧,1253,未详,0,,0
南宋,時少章,时少章,1253,宝祐,1,,
南宋,楊文仲,杨文仲,1253,宝祐,1,,
未详,孔宗武,孔宗武,1253,未详,0,,0
南宋,文及翁,文及翁,1253,宝祐,1,,
未详,婁應新,娄应新,1253,未详,0,,0
未详,婁應庚,娄应庚,1253,未详,0,,0
南宋,厲文翁,厉文翁,1253,宝祐,1,,
未详,陳夢發,陈梦发,1253,未详,0,,0
南宋,唐震,唐震,1253,宝祐,1,,
南宋,姚勉,姚勉,1253,宝祐,4,,1
南宋,潘希白,潘希白,1253,宝祐,1,,
未详,趙,赵,1253,未详,0,,0
南宋,梅應發,梅应发,1253,宝祐,1,,
南宋,王翔龍,王翔龙,1253,宝祐,1,,
南宋,王安道,王安道,1253,宝祐,1,,
南宋,王酉發,王酉发,1253,宝祐,1,,
南宋,危昭德,危昭德,1253,宝祐,1,,
南宋,沈翥,沈翥,1253,宝祐,1,,
南宋,尹竹坡,尹竹坡,1253,宝祐,1,,
南宋,呂直之,吕直之,1253,宝祐,1,,
南宋,林起鼇,林起鼇,1253,宝祐,1,,
南宋,胡文舉,胡文举,1253,宝祐,1,,
南宋,胡仲雲,胡仲云,1253,宝祐,1,,
南宋,唐元齡,唐元龄,1253,宝祐,1,,
南宋,孫炳炎,孙炳炎,1253,宝祐,1,,
南宋,金九萬,金九万,1253,宝祐,1,,
南宋,郭鳳,郭凤,1253,宝祐,1,,
南宋,陳牥,陈牥,1253,宝祐,1,,
南宋,陳琰,陈琰,1253,宝祐,1,,
南宋,陳琥,陈琥,1253,宝祐,1,,
南宋,陳大震,陈大震,1253,宝祐,1,,
南宋,陳壽孫,陈寿孙,1253,宝祐,1,,
南宋,陳懋欽,陈懋钦,1253,宝祐,1,,
南宋,陰幼遇,阴幼遇,1253,宝祐,1,,
南宋,趙良坦,赵良坦,1253,宝祐,1,,
南宋,潘謀世,潘谋世,1253,宝祐,1,,
南宋,蘇太古,苏太古,1253,宝祐,1,,
未详,杜幼厚,杜幼厚,1253,未详,,,
未详,劉仲淵,刘仲渊,1253,未详,,,
未详,趙若墀,赵若墀,1253,未详,,,
未详,吳遇吉,吴遇吉,1253,未详,,,
未详,黃燦文,黄灿文,1253,未详,,,
未详,朱謙亨,朱谦亨,1253,未详,,,
未详,胡雲龍,胡云龙,1253,未详,,,
未详,趙時嘉,赵时嘉,1253,未详,,,
未详,呂圭,吕圭,1253,未详,,,
未详,趙汝祥,赵汝祥,1253,未详,,,
南宋,張夢弼,张梦弼,1253,宝祐,1,,
未详,何明仲,何明仲,1253,未详,,,
未详,趙若?,赵若?,1253,未详,,,
南宋,丁應奎,丁应奎,1253,宝祐,1,,
南宋,胡升,胡升,1252,淳祐,12,,
南宋,張鎮,张镇,1252,淳祐,12,,
未详,方逢辰,方逢辰,1250,未详,0,30,1
南宋,黃夢炎,黄梦炎,1250,淳祐,10,,
南宋,黃夢炎,黄梦炎,1250,淳祐,10,,
南宋,程洙,程洙,1250,淳祐,10,,
未详,鄭濬甫,郑濬甫,1250,未详,0,46,0
未详,陳和,陈和,1250,未详,0,,0
未详,潘涇,潘泾,1250,未详,0,,0
未详,鄭潛甫,郑潜甫,1250,未详,0,,0
未详,鄭天驥,郑天骥,1250,未详,0,,0
未详,陳塤伯,陈埙伯,1250,未详,0,,0
未详,李宏遠,李宏远,1250,未详,0,,0
未详,趙孟但,赵孟但,1250,未详,0,,0
未详,趙若惠,赵若惠,1250,未详,0,,0
未详,趙與臻,赵与臻,1250,未详,0,,0
未详,易文定,易文定,1250,未详,0,,0
未详,舒楀,舒楀,1250,未详,0,,0
未详,趙若愚,赵若愚,1250,未详,0,,0
未详,沈士龍,沈士龙,1250,未详,0,,0
未详,史俊卿,史俊卿,1250,未详,0,,0
未详,冷應登,冷应登,1250,未详,0,,0
未详,趙必撫,赵必抚,1250,未详,0,,0
南宋,劉元高,刘元高,1250,淳祐,,,
未详,楊垕,杨垕,1250,未详,0,,0
未详,董淡,董淡,1250,未详,0,,0
未详,王莧,王苋,1250,未详,0,,0
未详,曾宏定,曾宏定,1250,未详,0,,0
南宋,曾淵子,曾渊子,1250,淳祐,10,,
未详,曾鴻子,曾鸿子,1250,未详,0,,0
未详,吳恭,吴恭,1250,未详,0,,0
南宋,林煟,林煟,1250,淳祐,10,,0
南宋,戴慶炣,戴庆炣,1250,淳祐,10,,
未详,婁應元,娄应元,1250,未详,0,,0
南宋,孫林,孙林,1250,淳祐,10,,0
未详,厲能,厉能,1250,未详,0,,0
未详,趙良鉎,赵良鉎,1250,未详,0,,0
南宋,林棟,林栋,1250,淳祐,10,,
南宋,毛登龍,毛登龙,1250,淳祐,10,,
南宋,方應發,方应发,1250,淳祐,10,,
南宋,陳元德,陈元德,1250,淳祐,10,,
南宋,吳珩,吴珩,1250,淳祐,10,,
南宋,周應合,周应合,1250,淳祐,10,,
南宋,胡翼龍,胡翼龙,1250,淳祐,10,,
南宋,范廷傑,范廷杰,1250,淳祐,10,,
南宋,孫附鳳,孙附凤,1250,淳祐,10,,
南宋,倪普,倪普,1250,淳祐,10,,
南宋,徐宗仁,徐宗仁,1250,淳祐,10,,
南宋,陳傑,陈杰,1250,淳祐,10,,
南宋,陳必復,陈必复,1250,淳祐,10,,
南宋,陳若水,陈若水,1250,淳祐,10,,
南宋,黃裳,黄裳,1250,淳祐,10,,
南宋,黃大任,黄大任,1250,淳祐,10,,
南宋,楊朝南,杨朝南,1250,淳祐,10,,
南宋,趙崇禪,赵崇禅,1250,淳祐,10,,
南宋,趙順孫,赵顺孙,1250,淳祐,10,,
南宋,鄭濟甫,郑济甫,1250,淳祐,10,,
南宋,樓斌,楼斌,1250,淳祐,10,,
南宋,鄧得遇,邓得遇,1250,淳祐,10,,
南宋,蔣夢炎,蒋梦炎,1250,淳祐,10,,
南宋,李旬金,李旬金,1250,淳祐,10,,
南宋,陳傑,陈杰,1250,淳祐,10,,
未详,潘鎬,潘镐,1250,未详,,,
未详,俞能千,俞能千,1250,未详,0,,
未详,何揆,何揆,1250,未详,,,
未详,王自,王自,1250,未详,,,
未详,朱金,朱金,1250,未详,,,
南宋,徐繩祖,徐绳祖,1250,淳祐,10,,
未详,楊峴,杨岘,1250,未详,,,
南宋,吳洪德,吴洪德,1249,淳祐,9,,
南宋,常楙,常楙,1247,淳祐,7,,
南宋,洪天驥,洪天骥,1247,淳祐,7,,
南宋,許觥,许觥,1247,淳祐,7,,
南宋,方蒙仲,方蒙仲,1247,淳祐,7,,
未详,林希道,林希道,1247,未详,0,,0
未详,葛鑄,葛铸,1247,未详,0,,0
未详,鄭珪,郑珪,1247,未详,0,,0
未详,蔡儀國,蔡仪国,1247,未详,0,,0
未详,陳坡,陈坡,1247,未详,0,,0
未详,陳獻,陈献,1247,未详,0,,0
南宋,陳夢龍,陈梦龙,1247,嘉定,16,,
未详,趙時槱,赵时槱,1247,未详,0,,0
南宋,馬廷鸞,马廷鸾,1247,淳祐,7,,
南宋,程森,程森,1247,淳祐,7,,
南宋,姜煇,姜𪸩,1247,淳祐,7,,0
未详,蔣覿,蒋觌,1247,未详,0,,0
南宋,蔣曉,蒋晓,1247,淳祐,7,,
未详,舒濟世,舒济世,1247,未详,0,,0
未详,舒玿,舒玿,1247,未详,0,,0
南宋,杜幼丙,杜幼丙,1247,淳祐,7,,0
南宋,彭煒,彭炜,1247,淳祐,7,,0
未详,丁煠,丁煠,1247,未详,0,,0
未详,袁符,袁符,1247,未详,0,,0
未详,王應龍,王应龙,1247,未详,0,,0
未详,張自期,张自期,1247,未详,0,,0
未详,樓冽,楼冽,1247,未详,0,,0
南宋,樓滮,楼滮,1247,淳祐,7,,0
南宋,樓楳,楼楳,1247,淳祐,7,,0
南宋,樓枝,楼枝,1247,淳祐,7,,0
南宋,樓椲,楼㭏,1247,淳祐,7,,0
南宋,呂中,吕中,1247,淳祐,7,,
未详,曹良朋,曹良朋,1247,未详,0,,0
未详,段仁叔,段仁叔,1247,未详,0,,0
未详,董鵬,董鹏,1247,未详,0,,0
未详,吳易直,吴易直,1247,未详,0,,0
南宋,葉隆禮,叶隆礼,1247,淳祐,7,,
未详,林祖恭,林祖恭,1247,未详,0,,0
未详,吳起沃,吴起沃,1247,未详,0,,0
